Generell kvalitet [1-10],Generellt skick [1-10],Byggår [år],Senaste renovering [år],Antal rum [antal] (exkl källare),Sovrum [antal] (exkl källare),Hela badrum [antal],Halva badrum [antal],Tomtarea [kvm],Boendeyta [kvm] (exkl källare),Eldstäder [antal],Yta källare [kvm],Garageplatser [antal],Yta garage [kvm],Yta pool [kvm],Försäljningspris [SEK]
6,5,1978,1978,6,3,2,1,1079,128,1,62,2,40,0,1589000
7,5,1999,1999,6,3,2,1,211,139,0,69,2,40,0,1794000
8,5,1995,1995,9,4,2,1,1138,235,1,122,3,69,0,2900000
6,6,1959,1959,5,2,1,0,845,80,0,80,1,27,0,1275000
5,5,1924,1950,5,2,1,0,642,120,0,106,2,40,0,1000000
7,5,2009,2009,7,3,2,1,802,143,0,70,2,57,0,2152000
8,5,1999,1999,8,3,2,1,876,219,1,116,3,79,0,3370000
8,5,1995,1996,6,2,1,1,887,138,1,138,2,44,0,2700000
9,5,2008,2008,6,2,2,0,1355,139,1,139,2,54,0,2641320
7,5,1988,1988,7,3,2,1,968,159,1,91,2,46,0,1965000
6,7,1940,1985,7,4,2,0,1161,162,0,91,1,39,0,1600000
7,5,2004,2005,8,3,2,0,845,170,1,172,2,44,0,2168370
8,5,2003,2003,12,4,3,1,4970,304,1,153,3,78,0,5380000
5,5,1982,1982,5,2,1,0,673,79,0,79,2,53,0,1349000
4,5,1951,1951,6,2,1,0,824,113,0,77,2,36,0,1020000
6,5,1976,1976,6,3,1,0,726,103,1,95,2,62,0,1070000
5,5,1958,1958,5,2,1,0,942,84,0,84,1,25,0,1145000
8,5,2006,2006,9,3,2,0,1321,183,1,179,3,83,0,3950000
6,5,1998,1998,5,2,2,0,418,111,0,111,2,38,0,1620000
7,5,2005,2006,7,3,2,0,1041,149,0,149,3,80,0,2215000
5,5,1974,1974,5,3,1,0,1240,83,1,80,2,40,0,1425000
5,5,1977,1977,10,4,2,0,780,187,2,0,2,58,0,1440000
6,5,1977,1977,4,2,1,0,978,93,0,90,2,46,0,1350000
7,5,1995,1996,6,3,2,0,731,116,1,114,2,37,0,1760000
6,5,1992,1992,7,3,2,1,664,148,0,70,2,44,0,1759000
7,5,2001,2002,6,3,2,0,1512,132,0,131,2,56,0,1871000
5,6,1978,1978,4,1,1,0,845,103,1,101,2,55,0,1655000
6,6,1914,2001,9,3,2,0,585,137,1,68,0,0,0,1280000
6,5,1967,1967,7,3,2,0,909,124,1,127,2,42,0,1615000
5,6,1915,1950,7,4,2,0,1003,153,0,63,1,38,0,1390000
7,5,2004,2004,8,4,2,1,942,193,0,88,2,57,0,2330000
4,7,1954,2000,4,2,1,0,557,83,0,83,1,26,0,1079000
6,8,1966,2007,9,5,2,1,1133,193,0,77,2,41,0,1875000
7,5,2005,2006,5,2,2,0,295,106,1,106,2,36,0,1602000
6,5,1976,1976,5,3,1,0,1052,98,2,95,2,50,0,1468000
7,5,1996,1997,8,3,2,1,921,187,1,103,2,42,0,2697900
8,5,2007,2007,7,3,2,0,850,138,0,138,2,44,0,2250000
7,5,1994,1996,7,3,2,1,1006,176,1,66,2,37,0,1945000
6,6,1980,1981,7,3,2,1,780,145,1,60,2,44,0,1710000
6,5,1977,1977,7,3,1,1,761,119,1,61,2,49,0,1435000
5,5,1953,1953,4,2,1,0,713,71,0,71,1,22,0,1100000
9,5,2008,2009,11,4,3,1,1255,291,2,178,3,76,0,4850000
5,7,1937,1950,7,3,1,1,668,164,2,67,1,22,0,1750000
6,5,1997,1997,8,4,2,1,1188,156,0,57,2,56,0,2000000
4,7,1916,1990,5,2,1,0,445,111,0,111,2,40,0,1099000
7,5,2005,2005,7,3,2,1,761,135,1,67,2,38,0,1890000
9,5,2008,2009,12,4,3,1,1290,262,1,161,3,94,0,5829330
5,5,1954,1954,5,2,1,0,836,104,0,86,1,26,0,1180000
7,5,2008,2008,6,3,2,0,1140,132,0,131,2,51,0,2276800
5,5,1967,1967,6,3,2,0,905,91,0,91,1,35,0,1355000
5,6,1923,2004,6,3,1,1,1986,146,1,122,2,49,0,2235000
5,5,1966,1966,6,3,1,0,1244,100,1,95,2,44,0,1599500
5,5,1898,1965,11,2,2,0,752,198,0,78,2,33,0,1060000
6,6,1974,1999,5,3,1,1,942,121,1,96,2,44,60,1810000
6,5,2004,2004,4,1,1,0,412,78,1,78,2,39,0,1445000
5,5,1952,1952,4,2,1,0,809,96,0,50,2,46,0,559930
6,6,1958,1958,7,4,1,1,905,133,0,133,1,27,0,1579000
5,7,1918,1950,7,3,1,1,766,116,0,63,1,26,0,1160000
7,5,1998,1998,6,3,2,0,1127,154,0,153,2,55,0,2249000
5,6,1954,1954,4,2,1,0,1061,93,1,93,1,25,0,1370000
8,5,2002,2002,7,3,2,0,1232,156,2,145,3,79,0,2710000
6,7,1971,1971,6,3,1,0,819,97,0,93,2,40,0,1550000
7,5,2009,2010,6,2,2,0,591,126,1,126,2,44,0,2240000
7,5,2003,2003,6,3,2,1,671,152,0,74,2,55,0,1830000
4,4,1953,1953,4,2,1,0,557,86,0,86,2,53,0,930000
7,5,2003,2003,7,3,2,1,1151,160,1,78,2,40,0,2250000
6,7,1940,1950,7,3,2,0,919,138,1,72,1,22,0,1395000
8,5,2006,2006,7,3,2,0,1041,138,1,138,2,72,0,2326000
10,5,2007,2008,7,2,2,0,1375,193,1,193,3,113,0,3850000
5,6,1924,1950,5,2,1,0,569,72,0,72,0,0,0,1095000
7,5,2001,2001,6,3,2,0,792,133,1,135,2,48,0,1890000
5,5,1967,1967,7,3,2,1,2666,197,0,94,2,49,0,1850000
7,5,2005,2005,4,2,2,1,236,113,0,55,2,44,0,1474000
6,5,1957,1957,6,3,1,1,1105,129,2,129,2,42,0,1660000
7,5,2005,2005,4,2,2,1,295,111,0,55,2,44,0,1510000
7,6,2003,2003,7,3,2,1,887,169,1,87,2,56,0,2370000
6,6,1964,1964,6,3,1,1,929,140,0,140,2,43,0,1670000
5,6,1961,1961,6,3,1,0,731,106,0,106,2,42,0,1399500
4,7,1950,1995,4,2,2,0,891,99,0,99,2,40,0,1280000
5,6,1948,1973,5,2,1,0,752,144,0,144,2,75,0,1535000
6,5,1973,1973,5,2,1,1,156,91,0,44,1,24,0,1000000
5,6,1995,2006,6,3,1,1,884,102,0,102,1,32,0,1440000
5,6,1946,1995,6,3,1,0,1093,111,0,71,1,22,0,1305000
6,8,1925,1950,7,4,2,0,1129,137,0,62,1,37,0,1400000
5,8,1904,2002,8,3,2,0,969,142,1,60,2,63,0,1575000
6,7,1966,1966,6,3,1,1,837,108,0,104,2,45,0,1749000
5,4,1961,1961,10,6,2,0,743,167,0,167,0,0,0,1410000
5,8,1915,1950,7,4,1,1,1176,131,1,81,3,66,0,1539000
5,5,1975,1981,6,3,2,0,1546,158,2,129,2,56,0,1710000
7,5,1993,1993,7,3,2,1,865,164,1,68,2,39,0,2130000
5,6,1972,1972,5,3,1,0,1442,80,1,80,1,31,0,1335000
6,8,1908,1997,10,5,3,0,4236,219,1,84,2,33,0,2400000
6,7,1976,1994,7,3,2,1,891,172,1,49,2,47,0,1870000
6,5,2003,2003,3,1,1,0,412,78,0,78,2,39,0,1315000
8,5,2003,2003,7,2,2,0,296,135,1,118,2,37,0,2150000
7,5,1941,1950,7,4,2,0,662,152,2,85,1,22,0,1640000
6,6,1964,1964,7,3,1,1,1123,134,1,104,2,59,0,1580000
5,4,1955,1974,6,3,1,1,1664,165,1,163,2,42,0,1700000
5,8,1962,2010,6,3,1,1,640,96,0,96,1,24,0,1270000
6,6,1978,1978,5,3,1,0,1019,95,0,87,2,53,0,1470000
6,5,1994,1995,6,3,2,1,754,137,1,65,2,31,0,1740000
7,5,1976,1976,6,3,2,0,966,127,1,101,2,44,0,1520000
6,7,1968,1984,9,4,2,1,1024,246,1,97,2,57,0,2500000
7,8,1918,1998,7,3,1,1,709,132,1,84,1,20,0,1899500
5,4,1965,1965,6,3,1,1,1079,96,0,96,2,46,0,1315000
6,5,1984,1985,6,3,2,0,898,101,0,96,2,44,0,1520000
5,5,1959,1959,6,3,1,0,736,106,0,106,1,62,0,1325000
7,5,2007,2008,6,3,2,0,802,127,0,127,2,49,0,2505800
5,6,1970,1970,5,3,1,0,812,93,0,93,2,83,0,1485000
8,5,2006,2007,6,3,2,0,989,152,1,152,3,80,0,2489000
4,5,1961,1961,5,3,1,1,647,104,0,96,2,50,0,1290000
5,6,1948,1950,7,2,2,0,1371,215,1,0,2,62,0,1690000
7,5,1993,1994,8,3,2,1,923,181,1,97,2,53,0,2360000
5,5,1962,1962,5,2,1,0,613,83,0,83,1,28,0,1095000
6,5,1998,1998,7,3,2,1,812,156,0,74,2,48,0,2005000
5,7,1953,1996,5,3,1,0,826,84,0,9,2,38,0,1160000
5,7,1949,1950,6,3,1,0,1128,117,1,77,1,26,0,1330000
5,6,1941,1950,5,3,1,1,531,105,0,62,1,18,0,665000
8,5,2007,2007,11,4,2,1,836,242,1,109,2,51,0,3034770
4,5,1963,1963,5,3,1,0,2349,96,0,98,2,60,0,1322500
9,5,2004,2005,10,4,2,1,820,206,1,135,3,68,0,3500000
5,7,1961,1995,6,3,1,0,1094,107,0,103,2,53,0,1480000
5,8,1978,2005,6,3,1,0,650,80,0,80,1,31,0,1365000
5,5,2005,2006,5,2,1,1,652,101,0,101,2,41,0,1570000
7,5,1990,1991,7,3,2,1,1278,159,1,107,2,37,0,1875000
6,5,1992,1993,7,3,2,1,895,147,1,75,2,36,0,1780000
4,5,1912,1950,10,5,1,0,576,207,0,73,1,40,0,1185000
5,5,1967,1967,5,3,1,0,664,82,0,82,1,26,0,1000000
9,5,1999,2000,5,2,2,0,475,158,1,157,2,47,0,3289000
5,5,1959,2005,8,4,2,0,779,159,0,151,2,54,0,1450000
5,7,1955,1955,8,3,1,1,1529,129,0,75,1,27,0,1355000
8,6,1970,1970,8,4,2,0,1473,205,1,205,2,57,0,2680000
6,4,1953,1953,6,2,1,0,1129,139,1,139,2,46,0,1495000
5,7,1949,2006,6,3,1,0,749,85,1,62,2,53,0,1229000
6,5,1978,1978,7,3,2,1,1038,156,1,85,2,40,0,1725000
6,8,1963,2003,6,3,1,0,781,99,0,98,1,24,0,1545000
5,5,1954,1954,6,3,1,0,1234,128,1,128,1,32,0,1650000
5,5,1979,1979,8,4,2,0,651,142,0,0,2,37,0,1188580
6,5,1963,1963,8,4,1,1,655,166,1,72,2,44,0,1400000
4,6,1936,1950,6,2,1,0,814,88,0,88,1,30,0,1065000
5,5,1979,1979,12,6,2,0,651,208,0,0,2,49,0,1429530
9,5,2009,2010,11,2,2,1,1200,219,2,216,3,76,0,6116570
5,7,1961,1994,6,3,1,0,649,114,1,84,1,26,0,1350000
4,6,1971,1971,4,2,1,0,681,79,0,79,1,63,0,1100000
5,7,1957,2000,5,2,1,0,809,121,0,92,1,70,0,1530000
7,5,2003,2003,8,3,2,1,731,140,1,72,2,36,0,1800000
7,5,2006,2006,7,3,2,0,1380,155,1,155,3,64,0,2400000
5,6,1967,1967,6,3,1,0,573,83,0,81,1,26,0,1255000
5,5,1954,1954,6,3,1,0,921,98,0,98,1,26,0,1280000
8,5,2006,2006,8,3,2,0,1254,151,1,150,3,80,0,2550000
7,7,1936,1987,6,3,1,1,1068,191,1,94,1,16,0,2500000
5,5,1983,1983,5,2,1,0,825,83,0,80,2,44,0,1310000
6,5,2005,2005,8,3,2,1,1169,137,1,68,2,36,0,1740000
5,5,1960,1960,12,5,2,0,1077,211,0,102,2,44,0,1543000
5,7,1977,1989,5,3,1,1,862,117,0,117,1,23,0,1435000
5,7,1925,1950,6,3,1,0,568,94,0,71,1,41,0,880000
5,6,1949,1950,8,4,2,0,582,185,0,92,3,80,0,1450000
6,5,2009,2009,4,2,2,1,278,113,0,56,2,49,0,1737330
4,5,1970,1970,6,3,1,1,185,101,0,50,1,26,0,750000
2,3,1949,1950,4,1,0,0,836,44,0,44,1,28,0,353110
4,6,1956,1956,6,3,1,0,1592,114,0,105,1,26,0,1350000
7,5,1991,1991,8,4,2,1,1219,197,1,102,3,77,0,2380000
6,8,1958,2002,6,3,1,0,1024,131,1,109,2,55,0,1765000
6,5,1994,1994,7,3,2,1,786,159,0,86,2,43,0,2010000
5,7,1900,2003,9,4,2,2,815,204,0,118,0,0,0,1459000
6,5,2005,2006,6,3,2,0,951,122,1,122,2,36,0,1699900
6,5,1993,1994,5,2,2,0,744,150,1,149,2,49,0,1930000
6,6,1980,1980,7,3,2,0,951,156,1,156,2,56,0,2075000
5,6,1977,1977,6,3,2,0,1450,104,0,104,2,50,0,1750000
8,5,2003,2004,10,4,2,1,1114,220,1,109,3,60,0,2850000
7,5,1968,1968,9,4,2,1,919,183,1,77,2,45,0,1760000
8,5,2001,2001,7,3,2,0,1099,166,1,162,2,48,0,2365000
7,5,1997,1997,8,4,2,1,1208,207,1,89,2,59,0,2220000
8,5,2007,2007,7,3,2,0,829,136,0,136,3,56,0,2010000
5,6,1965,1965,5,2,1,0,845,85,0,85,1,39,0,1175000
9,5,2006,2006,8,3,2,0,1084,176,1,176,3,73,0,3200000
7,5,2004,2004,6,3,2,0,788,139,0,139,2,52,0,1900000
7,7,1960,2007,9,4,2,0,2568,192,1,54,2,46,0,2420000
4,5,1926,1953,5,1,1,0,541,69,0,55,2,49,0,799000
7,5,2003,2003,5,2,2,0,936,111,0,109,2,51,0,1849000
7,5,2005,2005,8,3,2,1,898,183,1,103,2,64,0,2530000
7,5,2006,2006,7,3,2,1,813,182,0,129,3,80,0,2397990
7,7,1940,1950,10,4,2,0,2237,223,2,95,1,32,0,2444000
6,5,1976,1976,8,4,2,0,1174,160,0,160,2,53,0,1509000
7,5,1999,1999,8,3,2,1,813,191,1,92,2,36,0,2140000
4,3,1977,1977,8,4,2,0,716,133,0,133,0,0,0,1500000
5,4,1967,1967,8,4,2,0,2322,151,0,151,2,53,0,1430000
6,6,1958,1958,7,3,1,0,1335,124,1,76,2,48,0,1375000
5,6,1890,1996,7,2,1,0,819,173,0,101,2,42,0,1249000
5,6,1959,1959,6,3,1,0,758,106,1,106,1,73,0,1430000
8,5,2002,2003,9,3,2,0,1350,151,1,150,3,75,0,2700000
7,5,2002,2002,7,3,2,1,1301,164,1,86,2,44,0,1925000
6,7,1972,2006,5,3,1,1,869,128,1,107,2,62,0,1975000
5,8,1950,2002,5,3,1,0,668,80,0,80,2,66,0,1290000
5,5,1965,1965,6,3,1,0,724,89,0,76,1,27,0,1199000
5,8,1972,2003,5,2,1,0,668,71,0,71,1,36,0,1339000
5,4,1969,1969,7,4,2,1,1028,182,1,72,2,49,0,1720000
6,5,1975,1975,4,4,2,0,873,91,0,87,0,0,0,1275000
6,6,1946,1950,8,4,2,0,662,181,0,90,2,45,0,1450000
6,6,1980,1980,5,2,1,1,120,114,1,52,2,42,0,1240000
5,5,1962,1962,6,3,1,0,689,98,0,98,2,53,0,1320000
7,5,2003,2003,6,3,2,0,785,124,0,124,2,49,0,1850000
7,5,1999,1999,6,3,2,1,238,131,0,64,2,44,0,1550000
5,7,1958,2008,4,2,1,0,669,79,0,79,0,0,0,1165000
6,7,1977,1995,11,4,2,1,1135,266,1,123,2,57,0,2720000
6,6,1976,1976,7,3,2,1,214,143,1,74,2,40,0,1550000
9,5,2007,2007,7,2,2,0,1107,167,0,167,2,65,0,2390000
7,5,2002,2003,8,4,2,1,1051,175,1,75,2,47,0,2149000
6,5,2005,2007,8,3,2,1,951,137,1,72,2,36,0,1789000
5,7,1940,1950,7,2,1,1,891,121,2,67,1,23,0,1600000
5,7,1955,1955,6,3,1,0,686,102,0,102,1,24,0,1350000
3,6,1910,1950,6,2,1,0,550,89,0,55,0,0,0,379000
6,5,1958,1958,6,2,1,0,964,101,0,54,1,24,0,1400000
4,4,1949,1950,6,4,1,1,1003,110,0,66,0,0,0,1350000
7,5,2003,2004,6,2,2,0,210,151,0,70,2,44,0,1730000
6,5,1979,1979,5,2,2,0,733,85,1,85,1,24,0,995000
7,5,2007,2008,6,3,2,0,1081,132,0,132,2,44,0,1820000
7,8,1910,1993,8,3,1,0,1060,187,0,67,2,49,0,1675000
7,5,2000,2000,6,3,2,1,246,128,0,62,2,45,0,1650000
4,7,1923,1958,4,2,1,0,548,80,0,40,0,0,0,855000
7,5,2006,2007,4,1,1,1,397,115,0,115,2,52,0,1999000
4,5,1954,1954,5,3,1,0,877,83,0,83,2,37,0,1100000
5,6,1963,1963,5,3,1,0,819,104,0,104,2,44,0,1390000
7,9,1961,2007,6,3,1,0,1126,92,0,87,2,54,0,1784000
8,5,1998,1999,8,4,2,1,1133,242,1,113,3,62,0,3360000
7,5,2007,2007,6,2,2,0,295,117,1,117,2,36,0,1598950
8,5,2002,2002,9,4,2,1,1045,212,1,104,2,72,0,2559000
5,5,1977,1977,8,4,2,0,940,161,0,0,2,50,0,1260000
5,5,1950,1950,5,3,1,0,1010,108,0,108,1,22,0,1250000
6,8,1910,2003,5,2,1,0,493,151,0,45,1,23,0,1170000
9,5,2009,2010,8,3,2,1,943,180,1,179,3,56,0,3951920
6,6,1976,1976,8,4,2,1,1119,188,1,78,2,51,0,1950000
7,5,2006,2006,6,3,2,1,754,146,0,71,2,57,0,1970000
8,5,1997,1998,7,3,2,1,878,222,1,129,3,80,0,3480000
8,9,1882,1986,8,4,1,1,1641,161,1,85,2,39,0,1680000
6,8,1964,1993,7,3,2,1,906,171,1,76,2,40,0,1870000
6,5,2005,2006,6,3,2,1,821,139,0,69,2,52,0,1739000
10,5,2006,2007,7,3,2,0,1157,159,1,157,3,73,0,3375000
4,7,1946,1950,5,3,1,1,437,114,0,69,1,28,0,1216000
5,6,1961,1961,6,3,1,0,990,97,0,97,1,34,0,1365000
6,6,1970,1970,6,2,2,0,1088,133,1,133,2,57,0,1850000
3,4,1922,1950,6,3,1,0,909,100,1,93,1,19,0,910000
7,5,2006,2006,6,2,2,0,628,112,0,110,2,58,0,2060000
3,3,1952,1952,4,2,1,0,948,87,0,0,2,49,0,820000
5,6,1920,1950,4,2,1,0,501,64,0,64,1,20,0,860000
8,5,2006,2006,7,3,2,0,1110,146,1,146,3,76,0,2320000
5,6,1976,1976,8,4,2,0,1068,156,0,156,2,49,0,1369050
7,5,2005,2006,7,1,2,0,295,139,1,125,2,42,0,1810000
5,8,1977,1977,6,3,2,0,778,91,0,91,1,30,0,1499000
6,3,1970,1970,7,3,2,0,1129,153,1,153,2,44,0,1635000
4,4,1970,1970,6,3,1,1,205,101,0,50,1,26,0,880000
7,5,2004,2005,7,3,2,0,1125,158,1,158,2,51,0,2400000
5,5,1926,1950,7,4,2,0,557,141,0,93,0,0,0,1020000
5,5,1948,1950,7,4,2,0,1977,118,1,66,1,28,0,1350000
5,5,1965,1965,8,4,2,0,912,154,0,0,0,0,0,1000000
6,7,1923,1996,7,3,1,1,983,139,2,55,1,16,0,1650000
5,4,1910,2006,4,2,1,0,668,94,0,94,1,26,0,850000
6,5,1948,1950,5,2,1,0,1083,100,1,100,1,22,0,1192000
8,6,2001,2001,6,3,2,1,780,154,0,75,2,49,0,2270000
7,5,1996,1996,6,3,2,0,1103,139,1,139,2,44,0,2030000
8,5,1984,1984,4,1,1,0,540,126,1,113,2,52,0,1875000
7,5,1991,1992,7,3,2,1,1001,136,1,35,2,37,0,1600000
7,5,2005,2005,6,2,2,0,279,139,1,126,2,40,0,2134900
4,5,2005,2005,5,2,1,1,652,105,0,105,2,41,0,1760000
7,5,2006,2006,6,2,2,0,688,113,0,111,2,58,0,1940000
5,5,1930,1950,6,2,1,0,876,115,0,84,1,14,0,870000
7,5,2005,2006,7,2,2,0,295,139,1,125,2,40,0,1910000
8,6,1976,1976,10,2,2,0,1439,269,1,145,2,61,0,2870000
5,5,1972,1972,5,3,1,0,715,81,0,81,2,42,0,1125000
5,5,1960,1960,6,3,1,0,863,117,2,117,2,42,0,1675000
8,5,2007,2008,7,3,2,0,884,152,1,152,3,74,0,2930770
5,5,1941,1950,6,3,1,0,881,127,1,71,1,22,0,1050000
6,7,1972,1972,7,3,1,1,156,113,0,62,1,24,0,1180000
5,8,1916,1995,10,5,2,0,657,179,0,63,0,0,0,1600000
7,3,1920,1970,12,5,2,1,1473,286,2,76,2,62,0,1970000
8,7,1993,1993,10,5,2,1,1350,234,1,124,3,73,0,3100000
7,5,2002,2002,6,3,2,0,754,153,0,153,3,83,0,2300000
5,7,1938,1950,5,2,1,0,585,88,1,85,1,22,0,1197500
4,3,1957,1957,5,3,1,0,1068,78,0,0,1,26,0,840000
9,5,2007,2008,6,2,2,0,1198,150,1,150,3,84,0,3155000
8,5,2001,2002,7,3,2,1,858,210,1,98,2,84,0,2870000
4,6,1970,2008,6,3,1,1,142,124,1,50,0,0,0,970000
4,4,1970,1970,3,1,1,0,137,58,0,58,1,26,0,800000
5,4,1957,2000,8,3,2,0,1219,167,1,105,2,44,0,1550000
6,8,1966,2000,7,4,1,1,848,151,0,74,2,44,0,1730000
6,5,2005,2005,5,1,2,0,499,121,1,121,2,57,0,1960000
7,5,1990,1990,10,4,2,1,1099,216,1,137,2,47,0,2622800
8,5,1981,1981,9,4,2,1,891,234,1,234,2,50,0,2780000
3,5,1955,1955,8,4,2,0,1270,160,1,0,2,41,0,1396000
9,5,2005,2006,11,4,3,1,1491,266,1,185,3,66,0,5565810
5,5,1994,1995,5,3,1,0,858,91,0,91,2,62,0,1450000
5,4,1960,2006,9,3,1,0,2020,164,1,0,2,31,0,1150000
4,7,1946,2006,6,2,1,0,1031,86,0,0,1,28,0,849000
7,5,2007,2007,6,3,2,0,835,120,0,120,2,40,0,1764850
7,5,2007,2007,6,3,2,0,1038,122,1,122,2,40,0,2001410
6,6,1964,1978,9,4,1,1,882,183,1,75,2,50,0,1650000
5,6,1957,2002,7,4,1,0,795,141,1,112,1,33,0,1445000
8,5,2002,2002,7,3,2,1,1055,184,1,98,2,54,0,2550000
6,5,1976,1976,7,3,2,0,1055,141,1,110,2,44,0,1800000
7,5,2005,2005,6,2,2,0,655,126,1,126,2,44,0,1858500
7,6,1994,1994,7,3,2,1,2783,171,1,90,2,43,0,2480000
9,5,2008,2008,10,3,2,1,1050,202,1,102,3,77,0,3350000
6,7,1932,1950,7,3,1,1,1047,184,1,79,2,40,0,2200000
8,5,2001,2001,6,2,2,0,457,124,0,124,2,54,0,2135000
3,4,1935,1950,6,2,1,0,1672,83,0,83,3,115,0,810000
5,5,1900,1950,10,5,2,0,1263,217,0,61,2,52,0,900000
6,6,1925,1980,5,2,1,0,557,102,1,102,2,40,0,1105000
5,6,1966,1966,6,3,1,1,1021,107,1,107,2,44,0,1540000
7,5,1996,1997,7,3,2,1,1300,209,0,121,2,49,0,3280000
6,7,1993,1994,7,3,2,1,728,145,1,74,2,35,0,1780000
6,6,1964,1964,7,4,1,1,906,149,0,72,2,41,0,1679000
6,4,1973,1973,10,5,2,1,368,234,1,87,2,53,0,1514000
5,7,1949,2003,4,2,1,0,891,82,0,78,2,53,0,1350000
5,5,1956,1956,6,3,1,0,943,97,0,97,1,26,0,1350000
6,6,1968,1968,8,4,1,1,1086,144,0,67,2,40,0,1540000
5,3,1948,1950,7,4,1,0,704,135,1,75,1,26,0,915000
6,6,1977,1977,6,3,1,1,738,132,0,64,2,40,0,1595000
7,5,2006,2006,5,2,2,0,794,115,0,115,3,76,0,1940000
7,6,1940,1984,6,3,1,1,1219,161,2,74,1,22,0,2195000
5,8,1936,1989,7,3,2,0,1003,136,1,73,2,52,0,1700000
5,5,1969,1969,6,3,1,0,1474,101,0,101,1,27,0,1388000
6,5,2004,2004,3,1,1,0,412,78,1,78,2,39,0,1559000
5,5,1994,1994,5,3,1,0,815,91,0,91,1,27,0,1260000
6,7,1971,2004,5,3,2,0,1025,116,0,116,2,49,0,1450000
5,5,1963,1963,5,3,1,1,696,96,0,96,1,28,0,1330000
7,5,2002,2002,6,3,2,0,812,135,1,135,2,48,0,1920000
6,6,1964,1964,6,3,1,0,817,116,2,116,1,42,0,1600000
6,5,1995,1996,6,3,2,1,1210,139,1,64,2,37,0,1875000
6,6,1992,1992,5,2,1,0,842,92,0,86,2,52,0,1470000
4,5,1973,1973,6,3,1,1,183,101,0,50,1,26,0,835000
8,5,2005,2006,9,3,2,1,982,181,1,100,3,96,0,2520000
7,5,2004,2004,7,3,2,0,234,158,0,90,2,35,0,1375000
8,5,2005,2005,4,1,1,1,308,115,1,115,2,51,0,1970000
3,4,1950,1950,6,2,2,0,793,96,0,0,2,37,0,929000
7,5,1999,2000,4,2,2,1,200,116,0,55,2,42,0,1600000
6,5,1925,1950,7,4,2,0,780,157,1,109,2,53,0,1365000
5,8,1965,1998,6,1,1,1,857,111,0,80,2,82,0,1460000
5,7,1956,2000,4,2,1,0,545,86,0,86,1,28,0,1290000
6,5,2006,2006,6,3,2,0,865,122,1,122,2,40,0,1764320
6,7,1914,2006,7,3,1,1,639,125,0,63,0,0,0,1270000
8,5,1986,1986,5,2,1,1,343,101,0,99,2,42,0,1700000
4,6,1936,1950,6,3,1,0,557,122,0,62,1,22,0,1280000
7,5,1978,1978,7,3,2,0,1103,148,1,118,2,44,0,1570000
2,5,1920,1950,3,1,1,0,780,40,0,26,1,22,0,600000
5,5,1971,1971,5,3,1,0,906,88,0,88,1,26,0,1195000
5,7,1960,2002,6,2,1,0,650,105,0,93,1,23,0,1350000
6,6,1959,1959,6,3,1,0,827,110,1,60,2,50,0,1595000
5,5,1970,1970,6,3,2,1,187,120,0,58,2,40,0,1060000
8,5,1994,1995,9,3,2,1,1138,243,2,135,2,66,0,3250000
7,5,1990,1991,6,3,2,0,962,133,1,84,2,66,0,1799000
7,5,2006,2006,9,3,2,1,2160,187,1,80,2,39,0,2747250
6,5,2000,2000,7,3,2,1,749,157,1,85,2,43,0,1810000
8,5,2004,2005,7,3,2,0,1055,170,1,170,3,80,0,2800000
6,5,1995,1996,8,3,2,1,743,154,1,71,2,40,0,1880000
7,6,1976,1976,8,4,2,1,973,182,1,74,2,44,0,2050000
5,7,1957,1957,5,2,1,0,659,75,0,75,1,28,0,1299000
5,7,1953,2006,6,2,1,0,828,93,0,93,1,22,0,1345000
5,7,1954,2000,4,2,1,0,501,77,0,77,1,30,0,1170000
8,5,2007,2007,7,3,2,0,1122,161,1,161,3,86,0,3180000
8,5,2002,2002,7,3,2,1,719,131,1,37,2,48,0,1841000
5,7,1967,2003,5,3,1,0,907,83,0,83,2,41,0,1300000
5,6,1958,1987,6,3,1,0,1284,148,0,49,1,27,0,1400000
5,5,1959,1959,6,3,1,0,702,96,0,96,1,26,0,1337000
6,5,1920,1950,6,2,1,0,767,94,1,94,1,28,0,1184000
7,5,2005,2006,7,3,2,0,936,144,0,144,3,72,0,2129000
4,3,1956,1956,5,3,1,0,829,89,0,62,1,26,0,1120000
5,9,1947,2008,4,2,1,0,873,64,0,64,0,0,0,1180000
7,5,1992,1992,7,3,2,1,847,137,1,35,2,36,0,1639000
4,5,1955,1955,5,2,1,0,969,93,1,93,2,62,0,1150000
7,5,2007,2007,7,2,2,0,342,144,1,127,3,61,0,1740000
7,5,2004,2004,7,3,2,0,1353,142,1,142,3,58,0,2590000
7,5,2004,2005,8,4,2,1,1095,181,1,78,2,40,0,2150000
5,5,1980,1980,4,2,1,0,668,86,0,86,2,62,0,1400000
4,3,1928,1950,7,4,2,0,724,184,2,104,2,53,0,1350000
5,5,1991,1992,5,3,1,0,995,90,0,90,0,0,0,935000
6,4,1880,1950,8,5,2,0,919,205,0,93,1,19,0,1175000
8,5,1995,1995,8,3,2,1,913,187,1,104,2,43,0,2395000
6,5,1997,1997,7,3,2,1,815,148,1,85,2,42,0,1690000
6,5,1926,1950,5,2,1,0,574,91,1,89,1,16,0,1020000
6,5,1950,1950,6,3,1,0,891,116,0,95,1,26,0,1190000
5,8,1875,1996,6,2,1,0,589,94,0,72,0,0,0,940000
